2023-02-01 14:56:33,979 | MainThread   | [DEBUG   ] | <module>            |: debug
2023-02-22 01:05:57,504 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-22 01:05:57,504 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-22 01:05:57,504 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:06:00,253 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 01:06:39,223 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 01:08:33,892 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:08:36,851 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 01:31:46,871 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2023-02-22 01:31:46,878 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 01:31:46,880 | MainThread   | [INFO    ] | exit_handler        |: Gracefully Exiting
2023-02-22 01:31:52,003 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-02-22 01:31:52,004 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-02-22 01:31:52,004 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:31:54,785 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-02-22 01:33:10,866 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-02-22 01:33:28,395 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:34:14,083 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-02-22 01:34:16,773 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-03-08 16:22:19,613 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=9, micro=10, releaselevel='final', serial=0)
2023-03-08 16:22:19,614 | MainThread   | [DEBUG   ] | __init__            |: System Info: macOS-12.6-x86_64-i386-64bit
2023-03-08 16:22:19,615 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-03-08 16:57:56,103 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-03-08 16:57:58,944 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-03-08 16:59:33,970 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-03-08 16:59:55,144 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-03-08 16:59:57,774 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-03-08 17:14:42,301 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
2023-03-08 17:15:01,543 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6a:9a:3c
2023-03-08 17:15:04,215 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6a:9a:3c
2023-03-08 17:21:56,476 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from 3E8FB54A-DE75-5568-901D-E91E2BD0E736
